,run_number,round_number,turn_number,partner_after_action_name,partner_after_action_personality_vector,partner_after_action_emotional_state,partner_after_action_location_state,partner_after_action_current_action_probs,partner_after_action_conversation_partner
454,1,8,261,Vicki,[1 1 0 0 0],[-0.61534475  0.01088684 -0.38365604],Hall,"{shouts: 0.058939998790695884, shares: 0.06641473614245086, leaves_conversation: 0.06680982427492349, makes_smalltalk: 0.06440225925473493, makes_deeptalk: 0.0714970231060149, gives_controversial_opinion: 0.050603436397230216, changes_the_topic: 0.05252467634637901, shows_interest: 0.0714970231060149, shows_concern: 0.07089113725389232, laughs: 0.06263302026278875, jokes: 0.049664532829566004, gives_an_insult: 0.059907285202838424, brags: 0.05327050860967298, yawns: 0.08435114064652055, supports: 0.05668611257343823, rants: 0.059907285202838424}",Agnes
455,1,8,262,Donald,[0 1 0 0 1],[-0.87964864 -0.56086953  0.27612791],Hall,"{shouts: 0.06120948450161035, shares: 0.050793544635756825, leaves_conversation: 0.06666591069026441, makes_smalltalk: 0.06605010344280106, makes_deeptalk: 0.05670276732689299, gives_controversial_opinion: 0.053425901000964955, changes_the_topic: 0.0586612870880655, shows_interest: 0.05670276732689299, shows_concern: 0.0746271975680996, laughs: 0.05285342178197395, jokes: 0.04836733131492287, gives_an_insult: 0.09030914026523267, brags: 0.050575719609337794, yawns: 0.08454266712161611, supports: 0.05330647394644714, rants: 0.07520628237912066}",Dorothy
456,1,8,263,John,[1 1 0 1 1],[-0.90224278  0.20459843  0.62241443],Kitchen,"{shouts: 0.06318105092278686, shares: 0.05274304870892492, leaves_conversation: 0.05270888880150509, makes_smalltalk: 0.06088155967019776, makes_deeptalk: 0.061589666926976504, gives_controversial_opinion: 0.05679109355356481, changes_the_topic: 0.05154252594116613, shows_interest: 0.07895641657227204, shows_concern: 0.082764146273335, laughs: 0.05135648946683585, jokes: 0.05189372491207161, gives_an_insult: 0.08213621868021817, brags: 0.0498467559308547, yawns: 0.06797377011623063, supports: 0.05808481562872094, rants: 0.0775498278943392}",Shawn
457,1,8,264,Catherine,[1 0 1 1 1],[-0.28644035  0.39103443  0.30578566],Hall,"{shouts: 0.058788014252110124, shares: 0.06357899827709093, leaves_conversation: 0.050095796889485115, makes_smalltalk: 0.069914173172708, makes_deeptalk: 0.07736190522345436, gives_controversial_opinion: 0.05317374521533012, changes_the_topic: 0.050910477066489254, shows_interest: 0.07736190522345436, shows_concern: 0.07887242782845921, laughs: 0.052695356108642635, jokes: 0.054388884665424464, gives_an_insult: 0.05669181638876761, brags: 0.05146875077024422, yawns: 0.07425140047846887, supports: 0.07375453205110315, rants: 0.05669181638876761}",David
458,1,8,265,Edith,[0 1 1 1 1],[-0.55576149 -0.74813299  0.68402317],Lounge,"{shouts: 0.057865341903845034, shares: 0.0555094165512714, leaves_conversation: 0.05338837283029326, makes_smalltalk: 0.06401164392356763, makes_deeptalk: 0.05928393091631078, gives_controversial_opinion: 0.04737209236940675, changes_the_topic: 0.08913839885222341, shows_interest: 0.05928393091631078, shows_concern: 0.0756827434460958, laughs: 0.04950114313460736, jokes: 0.055660352761164884, gives_an_insult: 0.058295020637318215, brags: 0.052536759825426785, yawns: 0.09124599173245235, supports: 0.0729298395623874, rants: 0.058295020637318215}",Donald
459,1,8,266,Johnny,[1 0 1 0 1],[-0.78502129 -0.60841948 -0.64823063],Hall,"{shouts: 0.05066838642076273, shares: 0.058696164994728385, leaves_conversation: 0.11346608429366427, makes_smalltalk: 0.05623558131684744, makes_deeptalk: 0.08821858802077787, gives_controversial_opinion: 0.04799113600962269, changes_the_topic: 0.051919386419658195, shows_interest: 0.05917892916190021, shows_concern: 0.06894315022133711, laughs: 0.047560173921853556, jokes: 0.044705064718604935, gives_an_insult: 0.060640795837309476, brags: 0.047382315129744966, yawns: 0.08407778928327926, supports: 0.05967565841259949, rants: 0.060640795837309476}",David
460,1,8,268,Donald,[0 1 1 0 1],[ 0.51947338 -0.12360775  0.236702  ],Kitchen,"{shouts: 0.057473606817775656, shares: 0.09530791927559479, leaves_conversation: 0.047984160274937585, makes_smalltalk: 0.07137734745923037, makes_deeptalk: 0.07138536838799046, gives_controversial_opinion: 0.047668686482938635, changes_the_topic: 0.05132032308894142, shows_interest: 0.06164401145493147, shows_concern: 0.05939653688555233, laughs: 0.05872727066541906, jokes: 0.05456182942975464, gives_an_insult: 0.060747488799026764, brags: 0.05747857021926705, yawns: 0.080119014597058, supports: 0.06406037736255488, rants: 0.060747488799026764}",Robert
461,1,8,269,Robert,[0 1 1 0 0],[ 0.68471563  0.65518245 -0.5557137 ],Kitchen,"{shouts: 0.06250079096907207, shares: 0.07156747001704947, leaves_conversation: 0.03696962218684589, makes_smalltalk: 0.0783359455478548, makes_deeptalk: 0.08881079957645631, gives_controversial_opinion: 0.04225801424078032, changes_the_topic: 0.03564722435900458, shows_interest: 0.07607340232816377, shows_concern: 0.04931334221428343, laughs: 0.08083056720845415, jokes: 0.05579498160403467, gives_an_insult: 0.04497055118251388, brags: 0.06377521397203682, yawns: 0.061082355462489815, supports: 0.09436177070015371, rants: 0.05770794843080642}",Donald
462,1,8,270,Robin,[0 0 0 0 0],[0.26748235 0.49538559 0.85149579],Hall,"{shouts: 0.05284790184627728, shares: 0.025652065795315367, leaves_conversation: 0.011834248756003274, makes_smalltalk: 0.03069272504405874, makes_deeptalk: 0.025647961115844924, gives_controversial_opinion: 0.05270086814704413, changes_the_topic: 0.020601370779922048, shows_interest: 0.025647961115844924, shows_concern: 0.013892963027735407, laughs: 0.025813664473278774, jokes: 0.034778237353566444, gives_an_insult: 0.02297377350138958, brags: 0.0348516466655809, yawns: 0.5835684553852418, supports: 0.015522383491506883, rants: 0.02297377350138958}",Maria
463,1,8,271,Donald,[0 1 0 0 1],[ 0.68364028  0.16950626 -0.02816012],Lounge,"{shouts: 0.05068633413813244, shares: 0.11280903095134989, leaves_conversation: 0.055855570583944754, makes_smalltalk: 0.06542338509446953, makes_deeptalk: 0.07123428402370656, gives_controversial_opinion: 0.04290275063748704, changes_the_topic: 0.04139631682243886, shows_interest: 0.07123428402370656, shows_concern: 0.06631147685148227, laughs: 0.06738493847878751, jokes: 0.05037968482734688, gives_an_insult: 0.06612250211417321, brags: 0.052588073121761794, yawns: 0.07462384795907925, supports: 0.06002787614407224, rants: 0.05101964422806122}",Edith
464,1,8,273,Martin,[1 0 0 1 1],[ 0.60187196 -1.         -0.79696952],Kitchen,"{stands_in_corner: 0.28786183877488314, leaves_room: 0.3170384165272687, starts_conversation: 0.3950997446978482}",Jason
465,1,8,274,Laquita,[1 1 0 0 1],[0.69865182 0.36586001 1.        ],Kitchen,"{shouts: 0.06611464641834895, shares: 0.06319191178372469, leaves_conversation: 0.051074507591022084, makes_smalltalk: 0.05474601996660741, makes_deeptalk: 0.07357205892726698, gives_controversial_opinion: 0.06123839708573091, changes_the_topic: 0.04869421474384902, shows_interest: 0.07357205892726698, shows_concern: 0.05828547905394851, laughs: 0.06021560616072172, jokes: 0.07643708272979655, gives_an_insult: 0.06449075670411056, brags: 0.07836518239915455, yawns: 0.0643257778016705, supports: 0.05146433659473206, rants: 0.054211963112048636}",David
466,1,8,275,Jason,[1 0 0 0 1],[0.57718795 0.71480343 0.42911547],Kitchen,"{stands_in_corner: 0.39273367694471945, leaves_room: 0.31695727345265207, starts_conversation: 0.29030904960262865}",Martin
467,1,8,277,David,[0 1 0 1 0],[-0.75039664 -0.38258932 -0.44583443],Hall,"{shouts: 0.05753981498973072, shares: 0.05717662929252459, leaves_conversation: 0.07851801100426824, makes_smalltalk: 0.06480385275571851, makes_deeptalk: 0.05603568197957636, gives_controversial_opinion: 0.043779242492751384, changes_the_topic: 0.04938510555967127, shows_interest: 0.07039372108801324, shows_concern: 0.08146147457651323, laughs: 0.06139812440521774, jokes: 0.05828531763881716, gives_an_insult: 0.05258211802900504, brags: 0.052922875213175784, yawns: 0.09304765243760667, supports: 0.07008826050840494, rants: 0.05258211802900504}",Johnny
468,1,8,279,Ronnie,[0 0 0 1 0],[ 0.75039188  0.48762337 -0.29495547],Lounge,"{shouts: 0.05171509520698745, shares: 0.08066163149571595, leaves_conversation: 0.03599136586217014, makes_smalltalk: 0.06417052357626037, makes_deeptalk: 0.07762806457964369, gives_controversial_opinion: 0.039248110952311226, changes_the_topic: 0.03612262051397337, shows_interest: 0.10117248384189682, shows_concern: 0.07170394879786987, laughs: 0.08485637089988071, jokes: 0.061091999047938376, gives_an_insult: 0.03885100463483726, brags: 0.053863692727701376, yawns: 0.07472370107495002, supports: 0.08934838215302625, rants: 0.03885100463483726}",Catherine
469,1,8,280,Agnes,[0 0 1 0 1],[ 0.61351631 -1.         -1.        ],Hall,"{shouts: 0.05208547873810273, shares: 0.07144344441814969, leaves_conversation: 0.061912854256406476, makes_smalltalk: 0.0702773735999099, makes_deeptalk: 0.07090020785164516, gives_controversial_opinion: 0.044311381058698654, changes_the_topic: 0.05125660329672502, shows_interest: 0.057706768312248385, shows_concern: 0.06673039634731191, laughs: 0.054344086355223774, jokes: 0.04903974984367939, gives_an_insult: 0.06273994217299049, brags: 0.052402431800704, yawns: 0.09933474162474723, supports: 0.0727745981504666, rants: 0.06273994217299049}",
470,1,8,281,David,[1 0 0 1 0],[-0.38260619 -0.50254957  0.00183381],Kitchen,"{shouts: 0.023521844261901206, shares: 0.02946664423997637, leaves_conversation: 0.03372750360136293, makes_smalltalk: 0.027843832747509577, makes_deeptalk: 0.021383066929640957, gives_controversial_opinion: 0.02345265965119645, changes_the_topic: 0.036670715257699174, shows_interest: 0.5879040752143652, shows_concern: 0.022823161254645216, laughs: 0.02130950512358105, jokes: 0.01918641948964716, gives_an_insult: 0.022700934882818893, brags: 0.019142567929419155, yawns: 0.06893408884758034, supports: 0.019232045685837616, rants: 0.022700934882818893}",Laquita
471,1,8,282,Robert,[0 1 1 0 0],[-0.58248249 -0.641      -0.7009    ],Hall,"{shouts: 0.05999155839325225, shares: 0.05760504379232158, leaves_conversation: 0.15636932203932413, makes_smalltalk: 0.06406456271083684, makes_deeptalk: 0.060745760038053584, gives_controversial_opinion: 0.03974878166496051, changes_the_topic: 0.04453418929153693, shows_interest: 0.04800836278976104, shows_concern: 0.05430347878796263, laughs: 0.052765527670051424, jokes: 0.05014533783205673, gives_an_insult: 0.04753693496948732, brags: 0.05812557020005889, yawns: 0.08379078858051937, supports: 0.061990449022036855, rants: 0.06027433221777986}",Jerry
472,1,8,283,Shawn,[0 0 1 1 1],[ 0.996       0.72823758 -0.57105221],Kitchen,"{shouts: 0.047377285557343184, shares: 0.06210556012571214, leaves_conversation: 0.03596165660517266, makes_smalltalk: 0.06626983339165299, makes_deeptalk: 0.08968307435989187, gives_controversial_opinion: 0.038451856524131134, changes_the_topic: 0.033052532547049845, shows_interest: 0.08968307435989187, shows_concern: 0.08356310963281632, laughs: 0.07816039502542972, jokes: 0.054009581815475605, gives_an_insult: 0.04291056452536514, brags: 0.05041269420448203, yawns: 0.05464107003703339, supports: 0.13080714676318686, rants: 0.04291056452536514}",John
473,1,8,284,Phyllis,[0 0 1 0 0],[ 0.43129883 -0.07968447 -0.41652744],Lounge,"{shouts: 0.06820496423972656, shares: 0.08735295880867194, leaves_conversation: 0.04174713770214852, makes_smalltalk: 0.0783836633904791, makes_deeptalk: 0.07695845386191277, gives_controversial_opinion: 0.04480270418372931, changes_the_topic: 0.04380070486868706, shows_interest: 0.05717653603586955, shows_concern: 0.04823437251881489, laughs: 0.06324972731129172, jokes: 0.05403602483876886, gives_an_insult: 0.04433815884541506, brags: 0.06774475138938992, yawns: 0.08378269306313263, supports: 0.07606707227050391, rants: 0.06412007667145829}",Brian
474,1,8,285,Lillian,[1 1 1 1 1],[-0.3261162  -0.57251245  0.9428167 ],Lounge,"{stands_in_corner: 0.2627978205437377, leaves_room: 0.30289740910797963, starts_conversation: 0.43430477034828274}",James
475,1,8,286,Jacquelyn,[0 0 0 1 1],[-0.2935352   0.15637348 -0.64259538],Hall,"{shouts: 0.023573271498378075, shares: 0.029876954159346877, leaves_conversation: 0.03355465287813861, makes_smalltalk: 0.038745982011224894, makes_deeptalk: 0.025799715525927663, gives_controversial_opinion: 0.023512713967420062, changes_the_topic: 0.022258756805892448, shows_interest: 0.025917218188283228, shows_concern: 0.6055363999324829, laughs: 0.025769766998750533, jokes: 0.01951518676310421, gives_an_insult: 0.022699755167257987, brags: 0.019493079678753775, yawns: 0.03388666047515037, supports: 0.027212186394158178, rants: 0.022647699555730424}",Mauricio
476,1,8,287,Brian,[1 1 1 0 0],[-0.20919407  0.781      -0.79471121],Lounge,"{stands_in_corner: 0.4355808784381684, leaves_room: 0.28278408744321903, starts_conversation: 0.2816350341186125}",Lillian
477,1,9,288,Maria,[0 1 1 1 0],[-0.27575426 -0.3657718   0.26691816],Hall,"{shouts: 0.06496438611697632, shares: 0.06401069684316753, leaves_conversation: 0.04730538934725788, makes_smalltalk: 0.06786523221851083, makes_deeptalk: 0.06062102071234808, gives_controversial_opinion: 0.047425827443004165, changes_the_topic: 0.06116988497437492, shows_interest: 0.06062102071234808, shows_concern: 0.059482038792028215, laughs: 0.0554257111616729, jokes: 0.06802453842268356, gives_an_insult: 0.04953356735494926, brags: 0.05930931023922021, yawns: 0.09460355438657103, supports: 0.08545306613195514, rants: 0.05418475514293204}",Robin
478,1,9,289,Donald,[0 1 1 0 1],[-0.29350723 -0.964      -0.44707024],Kitchen,"{stands_in_corner: 0.23608694714482456, leaves_room: 0.35083561246782685, starts_conversation: 0.41307744038734856}",Patrick
479,1,9,290,Catherine,[1 0 1 1 1],[ 0.66491416 -0.33678499  0.57233477],Lounge,"{shouts: 0.05633295075509648, shares: 0.08708610429456842, leaves_conversation: 0.041768084038882616, makes_smalltalk: 0.05560404438367299, makes_deeptalk: 0.07973318447450183, gives_controversial_opinion: 0.050718681718316484, changes_the_topic: 0.06253882275258517, shows_interest: 0.07973318447450183, shows_concern: 0.06807597693780225, laughs: 0.055066635359690086, jokes: 0.06115306213298697, gives_an_insult: 0.04896523465709594, brags: 0.058232928237806736, yawns: 0.07393326249463415, supports: 0.07209260863076208, rants: 0.04896523465709594}",Ronnie
480,1,9,291,Mauricio,[1 1 1 1 0],[ 0.21052647  0.84147373 -0.3926017 ],Hall,"{shouts: 0.05945285822379776, shares: 0.06882520956898756, leaves_conversation: 0.03624512136780472, makes_smalltalk: 0.09888466197384045, makes_deeptalk: 0.08784877705025607, gives_controversial_opinion: 0.047311889048307486, changes_the_topic: 0.03711797341517413, shows_interest: 0.08784877705025607, shows_concern: 0.06035644242780259, laughs: 0.06891664611221096, jokes: 0.06232871162006046, gives_an_insult: 0.04338349512000593, brags: 0.05669406821637773, yawns: 0.053658057804190626, supports: 0.08375952132060949, rants: 0.04736778968031804}",Jacquelyn
481,1,9,292,Brian,[1 1 1 0 0],[-0.59984036  0.79810991 -0.40705087],Lounge,"{shouts: 0.06423132041287068, shares: 0.06864873836690868, leaves_conversation: 0.04412473163955827, makes_smalltalk: 0.08311664012780318, makes_deeptalk: 0.0902528276481016, gives_controversial_opinion: 0.05306363314529676, changes_the_topic: 0.04200549654407957, shows_interest: 0.06234055806390505, shows_concern: 0.08358759103792088, laughs: 0.05723225819135722, jokes: 0.05183405224665451, gives_an_insult: 0.056795646347153624, brags: 0.05694235211920234, yawns: 0.058877490630085176, supports: 0.0615566429870701, rants: 0.06539002049203234}",Phyllis
482,1,9,294,Donald,[0 1 0 0 1],[-0.87564864 -0.56086953  0.27622791],Hall,"{shouts: 0.06120948450161035, shares: 0.050793544635756825, leaves_conversation: 0.06666591069026441, makes_smalltalk: 0.06605010344280106, makes_deeptalk: 0.05670276732689299, gives_controversial_opinion: 0.053425901000964955, changes_the_topic: 0.0586612870880655, shows_interest: 0.05670276732689299, shows_concern: 0.0746271975680996, laughs: 0.05285342178197395, jokes: 0.04836733131492287, gives_an_insult: 0.09030914026523267, brags: 0.050575719609337794, yawns: 0.08454266712161611, supports: 0.05330647394644714, rants: 0.07520628237912066}",Dorothy
483,1,9,295,John,[1 1 0 1 1],[-0.84724278  0.25659843  0.62341443],Kitchen,"{shouts: 0.06326222637509163, shares: 0.05275725411866073, leaves_conversation: 0.052640998851312855, makes_smalltalk: 0.060938294617966, makes_deeptalk: 0.061603371766048146, gives_controversial_opinion: 0.056872269005869565, changes_the_topic: 0.051517652923413225, shows_interest: 0.07897012141134369, shows_concern: 0.08271277474920373, laughs: 0.0513701943059075, jokes: 0.0519109646625136, gives_an_insult: 0.08206986618195256, brags: 0.049863995681296694, yawns: 0.06794717443052148, supports: 0.058079365522825104, rants: 0.0774834753960736}",Shawn
484,1,9,296,Catherine,[1 0 1 1 1],[-0.23644035  0.44103443  0.30578566],Hall,"{shouts: 0.058788014252110124, shares: 0.06357899827709093, leaves_conversation: 0.050095796889485115, makes_smalltalk: 0.069914173172708, makes_deeptalk: 0.07736190522345436, gives_controversial_opinion: 0.05317374521533012, changes_the_topic: 0.050910477066489254, shows_interest: 0.07736190522345436, shows_concern: 0.07887242782845921, laughs: 0.052695356108642635, jokes: 0.054388884665424464, gives_an_insult: 0.05669181638876761, brags: 0.05146875077024422, yawns: 0.07425140047846887, supports: 0.07375453205110315, rants: 0.05669181638876761}",David
485,1,9,297,Edith,[0 1 1 1 1],[-0.55376149 -1.          0.38412317],Lounge,"{shouts: 0.057862334360018496, shares: 0.055495465026124596, leaves_conversation: 0.05330834296713869, makes_smalltalk: 0.06398015518136684, makes_deeptalk: 0.059271716158417385, gives_controversial_opinion: 0.04736908482558021, changes_the_topic: 0.08951465427076977, shows_interest: 0.059271716158417385, shows_concern: 0.07564425080636737, laughs: 0.04948892837671396, jokes: 0.05566335654943411, gives_an_insult: 0.05827691147173285, brags: 0.052539763613696014, yawns: 0.09112437420512204, supports: 0.0729120345573674, rants: 0.05827691147173285}",
486,1,9,298,Johnny,[1 0 1 0 1],[-0.77402129 -0.55641948 -0.63723063],Hall,"{shouts: 0.05067451058816741, shares: 0.05869190612673722, leaves_conversation: 0.11340738528009968, makes_smalltalk: 0.0562236232184433, makes_deeptalk: 0.08821014491888697, gives_controversial_opinion: 0.04799726017702737, changes_the_topic: 0.05196252922086422, shows_interest: 0.0591704860600093, shows_concern: 0.06889847094472454, laughs: 0.047551730819962654, jokes: 0.044706706467502244, gives_an_insult: 0.06065182504781271, brags: 0.04738395687864228, yawns: 0.08416296493198042, supports: 0.05965467427132711, rants: 0.06065182504781271}",David
487,1,9,299,Vicki,[1 1 0 0 0],[-0.61534475  0.31088684 -0.08365604],Hall,"{shouts: 0.05897138082227469, shares: 0.06647354871327835, leaves_conversation: 0.06660493400393859, makes_smalltalk: 0.06448489804376421, makes_deeptalk: 0.07152904478923834, gives_controversial_opinion: 0.05063481842880902, changes_the_topic: 0.05254005653580748, shows_interest: 0.07152904478923834, shows_concern: 0.07072840812118784, laughs: 0.06266504194601218, jokes: 0.0496850082226751, gives_an_insult: 0.059895467264460815, brags: 0.05329098400278209, yawns: 0.08438217886281646, supports: 0.05668971818925568, rants: 0.059895467264460815}",Michael
488,1,9,300,Donald,[0 1 1 0 1],[ 0.51547338 -0.12460775  0.236202  ],Kitchen,"{shouts: 0.05804878273620681, shares: 0.0955646347842223, leaves_conversation: 0.04720991907957809, makes_smalltalk: 0.07157236772763803, makes_deeptalk: 0.07192652367818189, gives_controversial_opinion: 0.04824386240136979, changes_the_topic: 0.05064168635723882, shows_interest: 0.06218516674512291, shows_concern: 0.059040452426036234, laughs: 0.05926842595561049, jokes: 0.05536146600378322, gives_an_insult: 0.06075124562079855, brags: 0.05827820679329564, yawns: 0.07738449218580333, supports: 0.06377152188431535, rants: 0.06075124562079855}",Robert
489,1,9,301,Robert,[0 1 1 0 0],[ 0.67971563  0.70718245 -0.5647137 ],Kitchen,"{shouts: 0.062477988066889124, shares: 0.07149689114752601, leaves_conversation: 0.03695016248265365, makes_smalltalk: 0.07827142152863616, makes_deeptalk: 0.08885127089402524, gives_controversial_opinion: 0.042235211338597374, changes_the_topic: 0.03562613686518121, shows_interest: 0.0761138736457327, shows_concern: 0.049294162961987784, laughs: 0.08087103852602308, jokes: 0.05578362948687972, gives_an_insult: 0.04495350274729729, brags: 0.06376386185488188, yawns: 0.06104939068220492, supports: 0.09457055777589396, rants: 0.05769089999558983}",Donald
490,1,9,302,Robin,[0 0 0 0 0],[0.27648235 0.49638559 0.85359579],Hall,"{shouts: 0.052979440152949066, shares: 0.025601618902699533, leaves_conversation: 0.011833671896366815, makes_smalltalk: 0.030662491784922145, makes_deeptalk: 0.025597991977140758, gives_controversial_opinion: 0.052832406453715924, changes_the_topic: 0.020610896003110682, shows_interest: 0.025597991977140758, shows_concern: 0.013891477111674504, laughs: 0.025763695334574607, jokes: 0.03473267602441372, gives_an_insult: 0.023010229295774603, brags: 0.03480608533642818, yawns: 0.5835635734106824, supports: 0.015505525042631689, rants: 0.023010229295774603}",Maria
491,1,9,304,Andrew,[1 0 1 0 0],[ 0.77282739  0.03575226 -0.27562286],Lounge,"{stands_in_corner: 0.2972213146825066, leaves_room: 0.3180862738536081, starts_conversation: 0.3846924114638854}",Nola
492,1,9,305,Martin,[1 0 0 1 1],[ 0.60587196 -0.996      -0.79696952],Kitchen,"{shouts: 0.04731317020204316, shares: 0.07086814630711659, leaves_conversation: 0.06377072000854225, makes_smalltalk: 0.0520158536349277, makes_deeptalk: 0.06682898093583253, gives_controversial_opinion: 0.04288884749065329, changes_the_topic: 0.05329529035562533, shows_interest: 0.09711791104053785, shows_concern: 0.09334505047939448, laughs: 0.05471039279815312, jokes: 0.04976046017845234, gives_an_insult: 0.049855748157048414, brags: 0.04759018923464176, yawns: 0.09717684273854517, supports: 0.06856934357740356, rants: 0.04489305286108246}",Jason
493,1,9,306,Laquita,[1 1 0 0 1],[0.69965182 0.36786001 1.        ],Kitchen,"{shouts: 0.06608756472020816, shares: 0.06313871591772068, leaves_conversation: 0.051049309700319144, makes_smalltalk: 0.05471987402328858, makes_deeptalk: 0.07358207442956731, gives_controversial_opinion: 0.06121131538759011, changes_the_topic: 0.048612532271215834, shows_interest: 0.07358207442956731, shows_concern: 0.058266141456333735, laughs: 0.06022562166302204, jokes: 0.07661923930203188, gives_an_insult: 0.06445726933360102, brags: 0.07854733897138988, yawns: 0.06427042376785362, supports: 0.0514520288847517, rants: 0.054178475741539084}",David
494,1,9,307,Jason,[1 0 0 0 1],[0.57618795 0.41680343 0.12911547],Kitchen,"{shouts: 0.05985379384047741, shares: 0.05995533256605632, leaves_conversation: 0.04938911088594912, makes_smalltalk: 0.06344961558563819, makes_deeptalk: 0.08952487014631398, gives_controversial_opinion: 0.05779274603861467, changes_the_topic: 0.04232877333979507, shows_interest: 0.08952487014631398, shows_concern: 0.06097436041614077, laughs: 0.07183713048532706, jokes: 0.061770154870669405, gives_an_insult: 0.06434270759693593, brags: 0.06383120267253214, yawns: 0.06296356207015866, supports: 0.052214278659718574, rants: 0.0502474906793588}",
495,1,9,308,Nola,[1 0 0 0 0],[-0.86074203 -0.95       -0.39919376],Lounge,"{stands_in_corner: 0.22822751230028593, leaves_room: 0.464968210636813, starts_conversation: 0.3068042770629012}",Andrew
496,1,9,309,David,[0 1 0 1 0],[-0.75939664 -0.33058932 -0.45683443],Hall,"{shouts: 0.057167110118827524, shares: 0.05704522034348206, leaves_conversation: 0.08170082839172925, makes_smalltalk: 0.0640700384430375, makes_deeptalk: 0.05580104147418606, gives_controversial_opinion: 0.043406537621848186, changes_the_topic: 0.04952368519622705, shows_interest: 0.07015908058262295, shows_concern: 0.08085758053824874, laughs: 0.06116348389982744, jokes: 0.05811404295181187, gives_an_insult: 0.05215242989377064, brags: 0.05275160052617049, yawns: 0.09399367148057486, supports: 0.06994121864386485, rants: 0.05215242989377064}",Johnny
497,1,9,310,Donald,[0 1 0 0 1],[0.68364028 0.46950626 0.27183988],Lounge,"{shouts: 0.05059558074426018, shares: 0.11363655310163578, leaves_conversation: 0.05576115058183935, makes_smalltalk: 0.06525932125336803, makes_deeptalk: 0.07131234924792929, gives_controversial_opinion: 0.04281199724361478, changes_the_topic: 0.041281394490963824, shows_interest: 0.07131234924792929, shows_concern: 0.06622300569632643, laughs: 0.06746300370301024, jokes: 0.05036400021310693, gives_an_insult: 0.06604168538162151, brags: 0.05257238850752185, yawns: 0.07443435878665289, supports: 0.059992034304710215, rants: 0.050938827495509514}",Elisabeth
498,1,9,311,Ronnie,[0 0 0 1 0],[ 0.75539188  0.48862337 -0.29415547],Lounge,"{shouts: 0.05151843800187122, shares: 0.07706960855388532, leaves_conversation: 0.035485141369281395, makes_smalltalk: 0.06421496880804194, makes_deeptalk: 0.07987654190048173, gives_controversial_opinion: 0.039051453747195, changes_the_topic: 0.03556561637967599, shows_interest: 0.10342096116273485, shows_concern: 0.07136622540595151, laughs: 0.08710484822071875, jokes: 0.06103293361807159, gives_an_insult: 0.03860204999906576, brags: 0.05380462729783459, yawns: 0.07380298985155295, supports: 0.0894815456845714, rants: 0.03860204999906576}",Catherine
499,1,9,312,Michael,[0 1 0 1 1],[-0.43290173  0.44333979  0.999     ],Hall,"{stands_in_corner: 0.3328818163077122, leaves_room: 0.3097420664918745, starts_conversation: 0.3573761172004134}",Vicki
500,1,9,313,David,[1 0 0 1 0],[-0.38660619 -0.49554957 -0.00116619],Kitchen,"{shouts: 0.023535371248912328, shares: 0.029473224732249736, leaves_conversation: 0.03377427009942146, makes_smalltalk: 0.02788499376335264, makes_deeptalk: 0.02139959599804213, gives_controversial_opinion: 0.023466186638207574, changes_the_topic: 0.036596706917918706, shows_interest: 0.5879206042827662, shows_concern: 0.0228667011826004, laughs: 0.021326034191982222, jokes: 0.019192549487230776, gives_an_insult: 0.022719926754158563, brags: 0.019148697927002772, yawns: 0.06872247899237909, supports: 0.019252731029616846, rants: 0.022719926754158563}",Laquita
501,1,9,314,Robert,[0 1 1 0 0],[-0.58348249 -0.642      -0.7019    ],Hall,"{shouts: 0.05999155839325225, shares: 0.05760504379232158, leaves_conversation: 0.15636932203932413, makes_smalltalk: 0.06406456271083684, makes_deeptalk: 0.060745760038053584, gives_controversial_opinion: 0.03974878166496051, changes_the_topic: 0.04453418929153693, shows_interest: 0.04800836278976104, shows_concern: 0.05430347878796263, laughs: 0.052765527670051424, jokes: 0.05014533783205673, gives_an_insult: 0.04753693496948732, brags: 0.05812557020005889, yawns: 0.08379078858051937, supports: 0.061990449022036855, rants: 0.06027433221777986}",Jerry
502,1,9,315,Shawn,[0 0 1 1 1],[ 0.995       0.78323758 -0.57305221],Kitchen,"{shouts: 0.047388647670264634, shares: 0.06217939771540256, leaves_conversation: 0.03597955617540878, makes_smalltalk: 0.06629364310933299, makes_deeptalk: 0.08962187978305974, gives_controversial_opinion: 0.038463218637052585, changes_the_topic: 0.033068980446659665, shows_interest: 0.08962187978305974, shows_concern: 0.08358015052173676, laughs: 0.0780992004485976, jokes: 0.05401475072699918, gives_an_insult: 0.04292111128843182, brags: 0.050417863116005615, yawns: 0.054667130675408855, supports: 0.13076147861414764, rants: 0.04292111128843182}",John
503,1,9,316,Phyllis,[0 0 1 0 0],[ 0.42329883 -0.12868447 -0.43252744],Lounge,"{shouts: 0.06827594550911034, shares: 0.08856106103349559, leaves_conversation: 0.040981101270285814, makes_smalltalk: 0.0786649617631592, makes_deeptalk: 0.07732008243803018, gives_controversial_opinion: 0.04487368545311309, changes_the_topic: 0.0435007673431118, shows_interest: 0.05753816461198696, shows_concern: 0.04789218318318435, laughs: 0.06361135588740914, jokes: 0.054141008528206996, gives_an_insult: 0.044243180745009686, brags: 0.06784973507882804, yawns: 0.08262712205921988, supports: 0.07589454652479588, rants: 0.06402509857105292}",Brian
